"ID","Year","ACT","GPA","HS.Percentile","Date.App.Submitted","Date.App.Completed","Date.Deposited","Zip","Royal15","Cost.of.Attendance","Total.Gift","Total.Institutional.Gift","Gross.Need","Date.FAFSA.Received","Date.Award.Packaged","Date.CREDO.Invitation.Sent","Date.CREDO.Contract.Received","Distance.Mhd","Zip.Median.Income","Zip.Population","Zip.Pct.White","Zip.Alumni.Pop","Zip.Alumni.Density","HS.Size","Music.Interest","Athletic.Interest","Legacy.Relationship","Gender.Indicator","Final.Status","Ethnicity.Indicator","Lutheran.Indicator","Religious.Indicator"
"App ID-134669","2014 Fall",23,3.69,86,"2014-04-24",NA,"2014-05-13",55033,0,41484,13000,13000,0,"2014-04-21","2014-05-12",NA,NA,238.96,70281,29612,0.9469,35,0.0012,1452,0,0,0,1,1,0,0,0
"App ID-134672","2014 Fall",20,3.13,NA,"2014-03-11","2014-03-20",NA,56128,0,NA,0,0,0,NA,NA,NA,NA,208.72,52550,2079,0.988,NA,NA,95,0,0,0,1,0,0,0,0
"App ID-134675","2014 Fall",21,3.31,NA,"2014-03-05","2014-03-12",NA,58103,0,NA,0,0,0,NA,NA,NA,NA,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,0,0,0,0,0
"App ID-134677","2014 Fall",24,3.57,66,"2014-03-06","2014-03-24","2014-04-25",55376,0,41484,17920,15920,20683,"2014-02-27","2014-03-31",NA,NA,187.44,93679,16864,0.9413,43,0.0025,NA,0,0,0,1,1,0,0,0
"App ID-134678","2014 Fall",23,3.43,NA,"2014-03-15",NA,NA,56750,0,41484,18750,18750,25947,"2014-04-22","2014-05-01",NA,NA,74.03,54904,2476,0.9515,9,0.0036,NA,0,0,0,1,0,0,0,0
"App ID-134690","2014 Fall",16,3.01,NA,"2014-03-06","2014-03-13",NA,53118,0,41484,9130,9130,13435,"2014-03-19","2014-03-25",NA,NA,485.39,78147,7177,0.9595,NA,NA,NA,0,0,0,1,0,0,0,0
"App ID-134696","2015 Fall",33,3.66,88,"2014-06-09","2014-07-09",NA,55304,0,43064,23000,23000,9278,"2015-03-03","2015-03-17","2015-03-26",NA,200.45,92392,46901,0.9383,111,0.0024,2157,1,0,0,1,0,0,0,1
"App ID-134725","2015 Fall",32,3.6,74,"2014-11-23","2014-12-21","2015-01-12",56501,0,41484,30453,17500,46254,"2015-02-04","2015-06-30","2015-03-26",NA,43.46,52268,16639,0.9237,179,0.0108,163,1,0,0,0,1,0,0,1
"App ID-134789","2014 Fall",26,3,60,"2014-03-10",NA,NA,80234,0,NA,0,0,0,NA,NA,NA,NA,633.27,63660,26289,0.807,4,2e-04,NA,0,0,0,1,0,0,0,0
"App ID-134831","2015 Fall",26,3.79,75,"2014-09-14","2014-10-06","2015-02-06",58225,0,43064,23330,23330,0,"2015-02-26","2015-06-16",NA,NA,119.25,54583,998,0.982,11,0.011,NA,0,1,0,0,1,0,0,0
"App ID-134833","2015 Fall",28,3.55,78,"2014-07-10","2014-09-08",NA,55068,0,NA,0,0,0,NA,NA,NA,NA,229.82,85849,28475,0.8547,67,0.0024,2013,1,0,0,0,0,0,0,0
"App ID-134834","2015 Fall",18,3.06,37,"2014-08-26","2014-09-04",NA,56501,0,NA,0,0,0,NA,NA,NA,NA,43.46,52268,16639,0.9237,179,0.0108,737,0,0,1,0,0,0,0,1
"App ID-134837","2015 Fall",23,3.65,77,"2014-09-25","2014-09-25","2015-01-27",55426,0,NA,0,0,0,NA,NA,NA,NA,209.4,61211,25504,0.7832,79,0.0031,NA,1,0,0,0,0,0,1,1
"App ID-134846","2015 Fall",33,4,99,"2014-10-21","2014-10-30",NA,56560,0,NA,0,0,0,NA,NA,NA,NA,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,0,0,0,0,0
"App ID-134847","2015 Fall",30,3.37,73,"2014-09-01","2014-09-17","2014-11-04",56001,0,43064,30435,20530,44551,"2015-03-03","2015-04-13",NA,NA,229.64,46354,47040,0.9093,56,0.0012,784,0,0,1,0,1,0,0,0
"App ID-134857","2015 Fall",24,3.95,96,"2014-08-11","2014-08-27",NA,55301,0,NA,0,0,0,NA,NA,NA,NA,186.41,89813,10859,0.8246,21,0.0019,NA,0,1,0,0,0,0,0,0
"App ID-134858","2015 Fall",29,4,97,"2014-09-30","2014-10-06",NA,56501,0,NA,0,0,0,NA,NA,NA,NA,43.46,52268,16639,0.9237,179,0.0108,737,0,0,1,1,0,0,0,0
"App ID-134859","2015 Fall",34,3.91,0,"2014-08-28","2014-08-28","2014-09-22",56468,0,43064,0,0,0,"2015-03-03",NA,"2014-12-23",NA,120.06,61854,5055,0.9589,20,0.004,NA,0,1,1,1,0,0,0,1
"App ID-134861","2015 Fall",24,3.64,68,"2014-08-21","2014-09-18","2014-11-18",56308,0,NA,0,0,0,NA,NA,NA,NA,94.45,51867,24208,0.9752,221,0.0091,1126,0,0,1,1,1,0,0,0
"App ID-134865","2014 Fall",24,2.28,17,"2014-03-11","2014-03-21",NA,55318,0,NA,0,0,0,NA,NA,NA,NA,207.49,78141,25954,0.9145,86,0.0033,1145,0,0,0,1,0,0,0,0
"App ID-134869","2015 Fall",28,3.88,89,"2014-11-25","2014-11-30",NA,56560,0,43064,0,0,20884,"2015-02-03",NA,"2015-03-26",NA,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,0,0,0,0,0
"App ID-134880","2016 Fall",29,3.86,0,"2015-09-07","2015-10-14",NA,98370,0,NA,0,0,0,NA,NA,NA,NA,1207.19,70738,28482,0.8888,NA,NA,NA,1,0,0,0,0,0,0,0
"App ID-134888","2015 Fall",31,3.94,91,"2014-08-19","2014-09-02","2014-10-02",55355,0,43064,24120,23750,0,"2015-03-03","2015-03-31","2014-12-23","2015-01-06",160.87,53723,9681,0.9721,50,0.0052,NA,0,0,1,1,1,0,0,0
"App ID-134908","2014 Fall",19,2.87,NA,"2014-03-12","2014-03-21",NA,55125,0,41484,7000,7000,326,"2014-04-15","2014-04-17",NA,NA,228.02,91259,43051,0.8276,120,0.0028,705,0,0,0,1,0,0,0,0
"App ID-134909","2015 Fall",27,3.85,0,"2014-08-04","2014-09-16","2015-02-20",55125,0,43064,17500,17500,6634,"2015-02-24","2015-03-20","2015-04-14","2015-04-23",228.02,91259,43051,0.8276,120,0.0028,1715,1,0,0,0,1,0,1,1
"App ID-134918","2014 Fall",19,3.59,NA,"2014-03-13","2014-03-24",NA,55122,0,41484,0,0,32051,"2014-03-17",NA,NA,NA,222.81,72969,30760,0.7873,79,0.0026,2056,0,0,0,1,0,0,0,0
"App ID-134921","2014 Fall",21,3.38,NA,"2014-03-13",NA,NA,60131,0,NA,0,0,0,NA,NA,NA,NA,554.36,57269,18103,0.7703,NA,NA,NA,0,0,0,0,0,0,0,0
"App ID-134930","2015 Fall",29,3.68,74,"2014-12-14","2015-01-12",NA,59803,0,43064,19620,18500,23089,"2015-03-03","2015-03-25","2015-03-26",NA,813.18,61370,16668,0.9246,19,0.0011,NA,1,1,1,1,0,0,1,1
"App ID-134937","2014 Fall",21,3.39,NA,"2014-03-15","2014-03-27",NA,55307,0,41484,0,0,43938,"2014-03-18",NA,NA,NA,202.61,51143,3293,0.9736,5,0.0015,NA,0,0,0,0,0,0,0,0
"App ID-134953","2016 Fall",33,3.68,0,"2016-01-04",NA,NA,98021,1,NA,0,0,0,NA,NA,NA,NA,1187.53,95666,28593,0.7732,NA,NA,NA,1,0,0,0,0,0,0,0
"App ID-134958","2014 Fall",23,3.48,0,"2014-03-14",NA,"2014-05-22",56479,0,41484,28554,13810,44474,"2014-04-30","2014-05-01",NA,NA,99.77,39835,4806,0.97,30,0.0062,372,0,0,0,1,1,0,0,0
"App ID-134960","2014 Fall",25,3.29,NA,"2014-03-14",NA,NA,55449,0,NA,0,0,0,NA,NA,NA,NA,206.71,94505,25784,0.8401,80,0.0031,2017,0,0,0,1,0,1,0,1
"App ID-134981","2015 Fall",33,3.96,0,"2014-08-12","2014-09-25","2015-01-08",55347,0,41484,23000,23000,0,"2015-02-04","2015-03-31","2014-12-23","2015-01-08",210.08,119858,30143,0.8417,142,0.0047,3007,0,0,0,0,1,0,0,0
"App ID-135129","2016 Fall",23,3.9,0,"2015-10-28","2015-10-30",NA,56725,0,44668,0,0,43965,"2016-03-16",NA,NA,NA,96.13,50380,1032,0.97,1,0.001,40,1,1,0,0,0,0,1,1
"App ID-135134","2016 Fall",32,3.99,94,"2015-09-12","2015-09-28","2015-12-11",56386,0,44668,26600,23600,31769,"2016-02-05","2016-03-04","2016-02-01","2016-02-09",164.88,35163,702,0.8533,NA,NA,121,0,0,0,1,1,0,0,1
"App ID-135157","2015 Fall",18,2.93,63,"2014-12-12","2015-01-12",NA,55106,0,43064,0,0,45152,"2015-02-25",NA,NA,NA,221.54,43127,56467,0.4714,37,7e-04,NA,0,0,0,0,0,1,0,0
"App ID-135171","2016 Fall",18,2.95,56,"2015-11-14","2015-11-23","2016-03-17",55808,0,44668,30251,14500,47758,"2016-04-22","2016-04-22",NA,NA,214.67,38873,5806,0.9638,3,5e-04,86,0,0,0,0,1,0,1,1
"App ID-135178","2015 Fall",17,3.26,92,"2014-08-29","2014-10-14",NA,53224,0,NA,0,0,0,NA,NA,NA,NA,496.21,40571,22096,0.3497,NA,NA,NA,0,0,0,0,0,1,0,0
"App ID-135221","2015 Fall",23,3.55,85,"2014-11-29","2014-12-02",NA,55429,0,43064,0,0,42320,"2015-02-24",NA,NA,NA,205.9,42771,27137,0.5085,19,7e-04,1468,0,0,0,0,0,1,0,0
"App ID-135229","2015 Fall",17,3.18,88,"2014-11-20","2015-03-18",NA,55423,0,43064,0,0,46054,"2015-03-04",NA,NA,NA,216.2,52569,36101,0.7243,82,0.0023,NA,0,0,0,0,0,0,0,0
"App ID-135258","2015 Fall",31,3.96,96,"2014-07-21","2014-09-15",NA,56303,0,NA,0,0,0,NA,NA,NA,NA,150.84,44773,25838,0.8779,46,0.0018,1078,0,0,0,0,0,0,0,1
"App ID-135284","2015 Fall",20,3.54,78,"2015-01-24","2015-04-02",NA,56434,0,43064,27248,17690,0,"2015-04-08","2015-05-08",NA,NA,90.61,54250,346,0.9942,NA,NA,126,1,0,0,0,0,0,0,0
"App ID-135355","2016 Fall",30,4,98,"2015-10-17","2015-10-30","2016-04-29",58103,0,44668,22580,22580,0,"2016-02-29","2016-03-16","2016-02-01","2016-02-25",2.52,42616,48506,0.8627,521,0.0107,NA,1,1,1,1,1,0,0,0
"App ID-135369","2015 Fall",20,3.69,75,"2015-01-16","2015-01-16",NA,58103,0,NA,0,0,0,NA,NA,NA,NA,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,0,0,1,0,1
"App ID-135379","2015 Fall",18,3.1,29,"2014-06-24","2014-07-09",NA,58103,0,NA,0,0,0,NA,NA,NA,NA,2.52,42616,48506,0.8627,521,0.0107,NA,0,0,0,0,0,0,0,0
"App ID-135385","2015 Fall",27,3.52,80,"2014-10-31","2014-11-17",NA,56678,0,43064,18980,18980,23148,"2015-02-24","2015-03-20",NA,NA,90.35,46202,1165,0.9408,2,0.0017,1145,1,0,0,0,0,0,0,1
"App ID-135440","2015 Fall",28,3.65,75,"2015-03-11","2015-03-23",NA,59602,0,43064,0,0,45495,"2015-03-17",NA,"2015-03-26",NA,718.55,65109,25380,0.9467,19,7e-04,NA,0,0,0,1,0,0,0,0
"App ID-135449","2016 Fall",25,3.8,86,"2015-09-06","2015-09-17",NA,57025,0,NA,0,0,0,NA,NA,NA,NA,288.44,51481,2934,0.9646,2,7e-04,NA,0,0,0,1,0,0,0,0
"App ID-135468","2016 Fall",19,3.74,0,"2015-09-13","2015-09-23","2015-12-04",56267,0,44668,13000,13000,0,"2016-04-27","2016-04-27",NA,NA,97.23,51786,6955,0.9159,34,0.0049,NA,0,0,1,0,1,0,1,1
"App ID-135493","2016 Fall",29,4,99,"2015-12-08","2015-12-08",NA,59101,1,NA,0,0,0,NA,NA,NA,NA,563.19,41834,40234,0.8513,16,4e-04,NA,0,0,0,0,0,0,0,1
"App ID-135507","2015 Fall",25,3.85,95,"2014-10-01","2014-10-02",NA,57401,0,NA,0,0,0,NA,NA,NA,NA,127.08,51473,31027,0.915,26,8e-04,NA,0,0,0,0,0,0,0,0
"App ID-135514","2015 Fall",26,2.93,46,"2014-12-19","2015-01-12",NA,59635,0,43064,0,0,46484,"2015-02-04",NA,NA,NA,715,58094,7550,0.9192,6,8e-04,NA,0,0,0,0,0,0,0,0
"App ID-135541","2016 Fall",23,3.81,73,"2015-12-08","2015-12-08",NA,56547,1,NA,0,0,0,NA,NA,NA,NA,8.81,75000,2908,0.9409,25,0.0086,NA,0,0,0,0,0,0,0,0
"App ID-135640","2015 Fall",18,3.59,82,"2014-12-08","2014-12-19",NA,55128,0,NA,0,0,0,NA,NA,NA,NA,223.27,65984,28548,0.7984,45,0.0016,NA,0,0,0,1,0,1,0,0
"App ID-135655","2015 Fall",29,3.98,99,"2014-08-21","2014-11-06",NA,55939,0,NA,0,0,0,NA,NA,NA,NA,324.77,39688,1979,0.9929,1,5e-04,159,0,0,0,0,0,0,0,1
"App ID-135727","2015 Fall",30,3.89,90,"2014-07-23","2014-08-01",NA,55418,0,NA,0,0,0,NA,NA,NA,NA,211.4,57364,30550,0.7815,79,0.0026,NA,0,1,0,1,0,1,0,0
"App ID-135749","2016 Fall",30,4.01,94,"2015-10-18","2015-11-03","2016-03-10",56630,0,44668,33421,19000,47758,"2016-02-04","2016-03-04","2016-02-01","2016-03-10",123.09,43065,1876,0.9211,6,0.0032,156,0,0,0,0,1,0,0,1
"App ID-135779","2015 Fall",21,3.65,73,"2014-06-24","2014-07-09",NA,55811,0,NA,0,0,0,NA,NA,NA,NA,216.72,58392,26739,0.9406,47,0.0018,626,0,0,0,0,0,1,0,0
"App ID-135781","2015 Fall",30,3.82,0,"2014-08-11","2014-08-29","2015-01-05",55046,0,43064,18500,18500,22198,"2015-02-18","2015-03-18","2015-03-26",NA,231.61,67422,5369,0.9939,6,0.0011,NA,0,0,0,0,0,0,0,0
"App ID-135852","2016 Fall",25,3.38,0,"2015-12-08","2015-12-09",NA,55128,0,NA,0,0,0,NA,NA,NA,NA,223.27,65984,28548,0.7984,45,0.0016,NA,0,0,0,0,0,1,0,0
"App ID-135876","2016 Fall",25,3.98,95,"2015-09-25","2015-10-07",NA,59634,0,NA,0,0,0,NA,NA,NA,NA,719.75,86983,4730,0.9805,1,2e-04,NA,0,0,0,0,0,0,0,1
"App ID-136122","2015 Fall",27,3.69,83,"2014-08-22","2014-09-15",NA,56379,0,NA,0,0,0,NA,NA,NA,NA,152.83,54983,16440,0.9509,28,0.0017,1078,1,1,0,0,0,0,0,1
"App ID-136123","2015 Fall",25,3.34,0,"2014-09-02","2014-09-22","2014-11-17",55038,0,43064,15000,15000,0,"2015-04-14","2015-04-20",NA,NA,216.08,84662,21393,0.9231,36,0.0017,2017,0,1,1,1,0,0,0,0
"App ID-136195","2015 Fall",23,3.73,67,"2014-12-02","2014-12-09","2015-04-14",58104,0,43064,21180,21180,30706,"2015-03-10","2015-03-31",NA,NA,3.65,66172,31429,0.9349,607,0.0193,NA,0,1,0,1,1,0,0,0
"App ID-136220","2015 Fall",23,2.78,25,"2015-03-17","2015-03-30",NA,56101,0,43064,17710,17710,0,"2015-04-15","2015-04-20",NA,NA,221.43,44583,5818,0.89,23,0.004,247,0,1,1,1,0,0,0,0
"App ID-136262","2015 Fall",25,3.84,81,"2014-08-19","2014-08-25",NA,56143,0,43064,0,0,42051,"2015-02-18",NA,NA,NA,239.74,46071,4477,0.9475,12,0.0027,NA,1,0,0,0,0,0,0,1
"App ID-136266","2015 Fall",26,3.73,80,"2014-10-29","2014-10-30",NA,55309,0,NA,0,0,0,NA,NA,NA,NA,179.03,75287,18758,0.952,37,0.002,1087,0,1,0,1,0,0,0,1
"App ID-136474","2015 Fall",24,3.72,0,"2015-05-22","2015-05-22","2015-05-28",55431,0,43064,50143,34200,46054,"2015-06-01","2015-06-16",NA,NA,217.44,64815,18470,0.8281,58,0.0031,NA,1,0,0,0,1,0,1,1
"App ID-136572","2015 Fall",32,3.99,97,"2014-12-16","2014-12-23",NA,56164,0,NA,0,0,0,NA,NA,NA,NA,199.21,46875,5744,0.9058,8,0.0014,287,0,0,0,0,0,0,0,0
"App ID-136607","2015 Fall",34,3.99,99,"2014-10-04","2014-11-11",NA,55422,0,NA,0,0,0,NA,NA,NA,NA,207.93,64179,28585,0.8073,93,0.0033,1468,0,0,1,1,0,0,0,0
"App ID-136876","2016 Fall",25,3.63,78,"2015-09-02","2015-10-20","2016-01-07",55744,0,44668,30035,17000,45517,"2016-02-05","2016-03-04",NA,NA,154.63,46796,20242,0.961,61,0.003,947,0,0,0,0,1,0,0,1
"App ID-136881","2015 Fall",29,2.74,27,"2014-12-01","2014-12-01","2015-04-01",55302,0,43064,26865,19670,41446,"2015-03-02","2015-04-13",NA,NA,196.6,58218,7006,0.977,20,0.0029,498,0,1,0,1,1,0,0,0
"App ID-136899","2015 Fall",32,3.76,69,"2014-10-14","2014-10-27","2014-11-04",58503,0,NA,0,0,0,NA,NA,NA,NA,189.02,77425,28439,0.9275,142,0.005,NA,0,0,1,0,0,0,0,0
"App ID-136926","2015 Fall",27,3.82,74,"2014-09-13","2014-10-21",NA,55932,0,NA,0,0,0,NA,NA,NA,NA,288.98,78229,2104,0.9705,NA,NA,478,0,1,0,1,0,0,0,0
"App ID-136966","2015 Fall",27,3.85,76,"2014-10-21","2014-10-23","2015-02-03",58102,0,43064,23240,23240,32737,"2015-03-03","2015-03-25","2015-04-14",NA,2.66,41554,31233,0.8977,362,0.0116,1671,0,1,1,1,1,0,0,1
"App ID-137003","2015 Fall",21,2.62,53,"2014-12-14","2015-01-16",NA,55104,0,NA,0,0,0,NA,NA,NA,NA,217.48,47706,45495,0.6348,82,0.0018,NA,0,0,0,0,0,1,0,0
"App ID-137014","2015 Fall",22,2.94,0,"2015-01-23","2015-02-03",NA,56401,0,NA,0,0,0,NA,NA,NA,NA,128.09,48178,29469,0.9582,105,0.0036,NA,0,0,0,1,0,0,0,0
"App ID-137017","2015 Fall",23,3.88,90,"2014-09-08","2014-09-15","2014-11-18",56310,0,43064,27866,18580,40947,"2015-03-03","2015-05-26",NA,NA,139.84,69477,5305,0.9904,18,0.0034,NA,0,0,0,0,1,0,0,1
"App ID-137069","2015 Fall",31,3.69,95,"2014-11-18","2014-11-20","2015-04-15",68164,0,43064,21250,21250,25506,"2015-02-19","2015-03-23","2015-03-26","2015-04-13",385.77,65799,27340,0.867,NA,NA,NA,1,0,0,0,1,0,0,1
"App ID-137075","2016 Fall",29,3.66,0,"2015-10-12","2015-10-19",NA,55127,0,44668,26600,26600,28333,"2016-02-05","2016-03-08","2016-02-01",NA,215.34,88271,17224,0.8845,65,0.0038,1149,1,0,1,0,0,0,0,0
"App ID-137077","2015 Fall",34,3.94,99,"2014-08-22","2014-11-25",NA,59037,0,NA,0,0,0,NA,NA,NA,NA,551.69,59286,1698,0.9405,1,6e-04,NA,0,0,0,1,0,0,0,0
"App ID-137081","2015 Fall",28,3.95,99,"2014-12-31","2015-01-09",NA,58503,0,NA,0,0,0,NA,NA,NA,NA,189.02,77425,28439,0.9275,142,0.005,NA,0,0,0,0,0,0,0,0
"App ID-137117","2015 Fall",28,3.92,97,"2014-10-01","2014-10-02","2014-10-24",55441,0,41484,18500,18500,0,"2015-02-03","2015-03-17","2014-12-23","2015-01-23",205.27,71811,17968,0.8236,78,0.0043,1468,0,0,0,0,1,0,0,1
"App ID-137132","2016 Fall",30,3.97,92,"2016-08-27","2016-08-29","2016-08-29",56361,0,NA,0,0,0,NA,NA,NA,NA,83.88,42700,2378,0.9907,10,0.0042,159,0,0,0,0,1,0,0,0
"App ID-137144","2014 Fall",25,3.68,NA,"2014-03-24","2014-04-11",NA,55066,0,41484,0,0,42024,"2014-04-03",NA,NA,NA,258.13,52069,18423,0.9392,36,0.002,809,0,0,0,1,0,0,0,0
"App ID-137145","2014 Fall",26,3.79,NA,"2014-03-20","2014-04-02",NA,55313,0,41484,21270,21270,30386,"2014-03-03","2014-04-15",NA,NA,181.05,69136,23214,0.9699,84,0.0036,1626,0,0,1,1,0,0,0,0
"App ID-137146","2014 Fall",21,3.62,NA,"2014-03-24",NA,NA,56560,0,41484,19250,19250,26567,"2014-03-31","2014-04-23",NA,NA,0.64,53139,41737,0.9084,951,0.0228,1356,0,0,0,1,0,0,0,0
"App ID-137183","2015 Fall",26,3.5,69,"2014-07-09","2014-10-03","2014-11-10",56701,0,43064,23092,20500,37503,"2015-02-18","2015-03-23",NA,NA,90.74,47855,12691,0.9344,61,0.0048,NA,1,0,0,1,1,0,0,1
"App ID-137210","2015 Fall",26,3.15,0,"2014-10-31","2014-11-20","2015-01-12",55420,0,43064,30523,15190,0,"2015-04-17","2015-04-21",NA,NA,218.46,51150,22777,0.7306,41,0.0018,NA,1,0,0,0,1,0,0,0
"App ID-137215","2015 Fall",29,3.94,0,"2014-11-17","2014-11-20","2014-12-15",55420,0,41484,17500,17500,11011,"2015-02-04","2015-03-23","2014-12-23","2015-01-29",218.46,51150,22777,0.7306,41,0.0018,NA,1,0,0,0,1,0,0,0
"App ID-137216","2015 Fall",22,3.67,0,"2014-10-24","2014-11-07",NA,55425,0,NA,0,0,0,NA,NA,NA,NA,218.94,50396,9368,0.658,13,0.0014,NA,1,1,0,0,0,0,0,0
"App ID-137229","2015 Fall",0,3.47,0,"2014-08-24","2014-11-26",NA,98422,0,NA,0,0,0,NA,NA,NA,NA,1199.96,81761,20344,0.7236,NA,NA,NA,1,0,0,0,0,0,0,0
"App ID-137231","2016 Fall",0,3.36,0,"2015-12-08","2016-01-29",NA,98439,1,44668,0,0,0,"2016-02-08",NA,NA,NA,1207.71,35590,5752,0.6594,NA,NA,NA,1,0,0,0,0,0,0,1
"App ID-137257","2014 Fall",20,2.91,NA,"2014-03-21","2014-04-07",NA,63129,0,41484,5000,5000,44674,"2014-05-07","2014-07-10",NA,NA,664.96,66834,53540,0.9463,NA,NA,NA,0,0,0,1,0,0,0,0
"App ID-137258","2014 Fall",23,3.64,NA,"2014-03-27","2014-04-02",NA,55325,0,NA,0,0,0,NA,NA,NA,NA,170.46,57636,4421,0.9851,20,0.0045,557,0,0,0,1,0,0,0,0
"App ID-137260","2014 Fall",19,NA,0,"2014-04-06","2014-06-03","2014-08-14",56560,0,NA,0,0,0,NA,NA,NA,NA,0.64,53139,41737,0.9084,951,0.0228,NA,0,0,0,0,1,0,0,0
"App ID-137271","2015 Fall",26,3.1,0,"2014-11-29","2014-12-30",NA,96921,0,NA,0,0,0,NA,NA,NA,NA,6797,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0
"App ID-137296","2015 Fall",24,3.84,0,"2014-09-09","2014-09-19",NA,55425,0,NA,0,0,0,NA,NA,NA,NA,218.94,50396,9368,0.658,13,0.0014,NA,0,0,0,0,0,0,0,1
"App ID-137297","2015 Fall",28,3.86,0,"2014-08-08","2014-10-07",NA,55347,0,43064,16000,16000,0,"2015-02-25","2015-03-23","2014-12-23",NA,210.08,119858,30143,0.8417,142,0.0047,3007,1,0,0,0,0,0,0,1
"App ID-137310","2014 Fall",21,3.95,0,"2014-03-30","2014-04-01","2014-04-15",55056,0,41484,13000,13000,0,"2014-04-09","2014-04-17",NA,NA,203.97,67893,13752,0.9538,22,0.0016,945,0,1,0,1,1,0,0,0
"App ID-137339","2014 Fall",19,2.81,26,"2014-04-27",NA,"2014-05-30",55123,0,41484,0,0,43750,"2014-07-01",NA,NA,NA,224.95,108128,26181,0.8483,117,0.0045,2147,0,1,1,1,1,1,0,0
"App ID-137341","2014 Fall",26,3.02,67,"2014-03-27","2014-04-08",NA,81647,0,NA,0,0,0,NA,NA,NA,NA,739.48,63979,6961,0.9328,NA,NA,NA,0,0,0,0,0,1,0,0
"App ID-137346","2014 Fall",18,NA,73,"2014-03-28","2014-04-07",NA,56176,0,41484,22014,17610,37810,"2014-04-03","2014-04-29",NA,NA,236.07,46736,1109,0.9486,5,0.0045,NA,0,0,1,0,0,0,0,0
"App ID-137370","2015 Fall",24,3.58,77,"2014-10-26","2014-11-10",NA,57108,0,NA,0,0,0,NA,NA,NA,NA,234.01,88734,18729,0.9672,65,0.0035,NA,0,1,1,1,0,0,0,0
"App ID-137385","2015 Fall",21,3.43,68,"2014-10-28","2014-11-10",NA,55304,0,NA,0,0,0,NA,NA,NA,NA,200.45,92392,46901,0.9383,111,0.0024,1614,0,0,0,0,0,0,0,1
"App ID-137387","2015 Fall",30,3.97,0,"2014-11-04","2014-12-01",NA,94043,0,NA,0,0,0,NA,NA,NA,NA,1442.5,100844,29280,0.6127,NA,NA,NA,0,0,0,0,0,1,0,0
"App ID-137390","2015 Fall",25,3.59,69,"2014-10-13","2014-10-13",NA,54020,0,43064,15500,15500,10015,"2015-02-20","2015-03-19",NA,NA,221.82,55827,7160,0.9711,2,3e-04,NA,0,0,0,0,0,0,0,0
"App ID-137414","2015 Fall",26,3.92,83,"2014-10-01","2014-10-27",NA,57105,0,NA,0,0,0,NA,NA,NA,NA,230.71,52517,23011,0.889,33,0.0014,NA,0,0,0,0,0,0,0,0
"App ID-137427","2015 Fall",25,3.42,0,"2014-08-24","2014-09-05","2014-11-10",55330,0,43064,14500,14500,0,"2015-03-03","2015-03-25",NA,NA,186.59,76504,36989,0.9383,82,0.0022,NA,0,0,0,0,1,0,0,0
"App ID-137433","2015 Fall",24,2.93,50,"2015-02-24","2015-03-09",NA,57110,0,43064,0,0,42748,"2015-03-19",NA,NA,NA,229.22,65815,13531,0.8924,25,0.0018,NA,1,0,0,0,0,1,0,0
"App ID-137471","2016 Fall",29,NA,97,"2015-12-16","2015-12-23","2016-04-20",55448,1,NA,0,0,0,NA,NA,NA,NA,201.96,71158,27864,0.8703,42,0.0015,2120,1,0,0,0,1,0,0,1
"App ID-137507","2015 Fall",0,3.21,72,"2014-09-16","2014-10-03",NA,2739,0,NA,0,0,0,NA,NA,NA,NA,NA,78216,6138,0.9743,NA,NA,NA,0,0,0,0,0,0,0,0
"App ID-137513","2015 Fall",27,3.02,45,"2014-07-30","2014-09-26",NA,72921,0,NA,0,0,0,NA,NA,NA,NA,796.34,45828,14471,0.9339,NA,NA,NA,1,0,0,0,0,0,0,0
"App ID-137545","2016 Fall",29,3.26,80,"2015-09-16","2015-10-02","2016-04-25",55433,0,44668,28640,25020,42786,"2016-03-02","2016-05-02",NA,NA,202.22,59304,33945,0.8567,51,0.0015,2120,1,0,1,1,1,1,0,1
"App ID-137551","2015 Fall",25,3.48,78,"2014-10-01","2014-11-11","2015-05-15",55448,0,43064,27090,22870,38412,"2015-02-18","2015-03-18",NA,NA,201.96,71158,27864,0.8703,42,0.0015,2551,1,0,0,1,1,0,0,1
"App ID-137694","2015 Fall",23,3.77,83,"2014-10-03","2014-10-13",NA,55336,0,NA,0,0,0,NA,NA,NA,NA,191.5,61881,8145,0.9457,17,0.0021,513,0,0,0,0,0,0,0,0
"App ID-137705","2015 Fall",27,3.67,76,"2014-09-21","2014-10-07","2014-11-11",55362,0,43064,20500,20500,27344,"2015-02-24","2015-03-23",NA,NA,178.2,76161,19010,0.9317,41,0.0022,1087,0,0,1,1,1,0,0,1
"App ID-138233","2015 Fall",21,3.3,71,"2014-10-21","2014-11-04","2015-02-04",59501,0,43064,13000,13000,0,"2015-02-27","2015-03-23",NA,NA,610.59,44896,12525,0.8529,15,0.0012,NA,0,1,1,1,0,0,1,1
"App ID-138253","2015 Fall",32,3.89,91,"2014-10-21","2014-10-24",NA,57110,0,NA,0,0,0,NA,NA,NA,NA,229.22,65815,13531,0.8924,25,0.0018,NA,0,0,0,0,0,0,0,0
